GENE.SYMBOL,PROMOTER.CHROM,PROMOTER.START,PROMOTER.END,PROMOTER.TSS,SE.PEAK,SE.CHROM,SE.START,SE.END,SE.CENTER,DISTANCE.PROM.ENH.KB,RANKED.DISTANCE,SE.LOG2FC,GENE.LOG2FC,GENE.BASEMEAN,GENE.LOG2FC.PADJ
MB21D2,chr3,192634950,192636950,192635950,1_NA_peak_50502_lociStitched,chr3,192674516,192676438,192675477,39.527,1,2.179682507,0.618228135,2117.931909,3.29E-10
MB21D2,chr3,192634950,192636950,192635950,2_NA_peak_50500_lociStitched,chr3,192651023,192658177,192654600,18.65,1,2.01269025,0.618228135,2117.931909,3.29E-10
MBOAT2,chr2,9142942,9144942,9143942,1_NA_peak_34633_lociStitched,chr2,8987959,8988435,8988197,155.745,2,8.473420023,0.918163778,4844.670307,1.26E-45
METTL9,chr16,21607539,21609539,21608539,1_NA_peak_25510_lociStitched,chr16,21672287,21672562,21672424,63.885,2,2.742086876,0.55879025,7017.655223,3.92E-24
MEX3C,chr18,48743674,48745674,48744674,2_NA_peak_31234_lociStitched,chr18,49048622,49050180,49049401,304.727,1,3.862802849,0.610235991,4105.680008,2.47E-17
MFAP2,chr1,17306330,17308330,17307330,1_NA_peak_757_lociStitched,chr1,17287333,17287561,17287447,19.883,1,3.561522624,5.632624206,642.9598314,5.96E-80
MFGE8,chr15,89455642,89457642,89456642,1_NA_peak_24590_lociStitched,chr15,89481410,89483967,89482688,26.046,1,3.097312882,1.342618355,2043.252101,7.18E-38
MFGE8,chr15,89455642,89457642,89456642,4_NA_peak_24593_lociStitched,chr15,89553993,89560933,89557463,100.821,2,2.964165429,1.342618355,2043.252101,7.18E-38
MIR29B1,chr7,130597069,130599069,130598069,NA_peak_67914,chr7,130636661,130637071,130636866,38.797,1,2.06807001,1.647177499,1315.971995,5.70E-29
MIR29B1,chr7,130597069,130599069,130598069,NA_peak_67911,chr7,130625333,130631721,130628527,30.458,1,2.107571088,1.647177499,1315.971995,5.70E-29
MITF,chr3,69787586,69789586,69788586,1_NA_peak_46948_lociStitched,chr3,70047919,70049309,70048614,260.028,1,2.245901534,0.70827643,722.0927975,2.46E-05
MLTK,chr2,173939163,173941163,173940163,2_NA_peak_38770_lociStitched,chr2,173942938,173945589,173944263,4.1,1,1.603201194,1.424008899,7857.869758,2.03E-111
MMAA,chr4,146538415,146540415,146539415,1_NA_peak_54155_lociStitched,chr4,146444026,146444358,146444192,95.223,2,2.79764762,1.214931654,340.764519,1.48E-05
MMP1,chr11,102667891,102669891,102668891,2_NA_peak_13067_lociStitched,chr11,102664910,102673744,102669327,0.436,1,2.90916634,7.999788763,59299.68348,0
MMP17,chr12,132311938,132313938,132312938,1_NA_peak_18238_lociStitched,chr12,132293083,132293906,132293494,19.444,1,10.68749799,1.287311651,4578.885329,3.00E-73
MOB1B,chr4,71767043,71769043,71768043,5_NA_peak_52215_lociStitched,chr4,71986069,72000697,71993383,225.34,2,3.092537437,0.788315908,2905.771779,1.59E-18
MOB1B,chr4,71767043,71769043,71768043,1_NA_peak_52220_lociStitched,chr4,72132132,72132380,72132256,364.213,2,2.007547679,0.788315908,2905.771779,1.59E-18
MOB1B,chr4,71767043,71769043,71768043,1_NA_peak_52214_lociStitched,chr4,71961575,71961824,71961699,193.656,2,1.977963694,0.788315908,2905.771779,1.59E-18
MOB1B,chr4,71767043,71769043,71768043,2_NA_peak_52221_lociStitched,chr4,72158992,72160054,72159523,391.48,2,7.758180126,0.788315908,2905.771779,1.59E-18
MOB3B,chr9,27528779,27530779,27529779,2_NA_peak_72974_lociStitched,chr9,27519538,27521205,27520371,9.408,1,1.996123266,1.394239234,686.1980329,3.85E-12
MRGBP,chr20,61426805,61428805,61427805,1_NA_peak_42621_lociStitched,chr20,61406318,61409148,61407733,20.072,2,2.251829587,0.636795243,4665.951104,1.60E-15
MRPS10,chr6,42184603,42186603,42185603,1_NA_peak_61504_lociStitched,chr6,42227692,42229356,42228524,42.921,1,2.878223601,0.842495416,8821.884035,1.42E-61
MSN,chrX,64807257,64809257,64808257,1_NA_peak_76440_lociStitched,chrX,65295031,65295454,65295242,486.985,1,2.01280257,0.584806483,45676.85366,1.47E-87
MTHFD2L,chr4,74978891,74980891,74979891,1_NA_peak_52319_lociStitched,chr4,75032982,75033515,75033248,53.357,1,1.991221618,0.547234521,978.0066903,0.000206535
MTMR9,chr8,11140925,11142925,11141925,1_NA_peak_68823_lociStitched,chr8,11153209,11153491,11153350,11.425,1,5.486070624,0.863787084,1162.525974,5.41E-09
MTSS1,chr8,125739730,125741730,125740730,1_NA_peak_71573_lociStitched,chr8,125803240,125803701,125803470,62.74,1,2.639161299,2.99270848,1433.720774,1.22E-118
MUT,chr6,49429904,49431904,49430904,1_NA_peak_61806_lociStitched,chr6,49170333,49170848,49170590,260.314,1,1.870467541,1.037306806,4121.928565,1.07E-46
MUT,chr6,49429904,49431904,49430904,2_NA_peak_61807_lociStitched,chr6,49236440,49237663,49237051,193.853,1,1.828342285,1.037306806,4121.928565,1.07E-46
MUT,chr6,49429904,49431904,49430904,5_NA_peak_61804_lociStitched,chr6,49015479,49023506,49019492,411.412,1,3.915802867,1.037306806,4121.928565,1.07E-46
MUT,chr6,49429904,49431904,49430904,11_NA_peak_61797_lociStitched,chr6,48944489,48970060,48957274,473.63,1,2.132977066,1.037306806,4121.928565,1.07E-46
MUT,chr6,49429904,49431904,49430904,1_NA_peak_61812_lociStitched,chr6,49377810,49378588,49378199,52.705,1,1.694546309,1.037306806,4121.928565,1.07E-46
MYCT1,chr6,153018030,153020030,153019030,3_NA_peak_64253_lociStitched,chr6,152991412,152994770,152993091,25.939,1,1.758579876,0.90365491,1795.108834,2.97E-14
MYO1B,chr2,192108911,192110911,192109911,1_NA_peak_39281_lociStitched,chr2,192054061,192054312,192054186,55.725,1,2.285457734,0.596980086,11709.13111,2.62E-39
N4BP2,chr4,40057446,40059446,40058446,4_NA_peak_51602_lociStitched,chr4,40180823,40188394,40184608,126.162,2,2.271879668,1.55943507,2022.545404,5.17E-50
NAAA,chr4,76861204,76863204,76862204,1_NA_peak_52385_lociStitched,chr4,76847750,76847992,76847871,14.333,1,1.701653719,3.397119509,138.4298281,2.78E-14
NAAA,chr4,76861204,76863204,76862204,1_NA_peak_52387_lociStitched,chr4,76906080,76906368,76906224,44.02,2,1.781603191,3.397119509,138.4298281,2.78E-14
NAGK,chr2,71290474,71292474,71291474,3_NA_peak_36684_lociStitched,chr2,70953786,70965206,70959496,331.978,1,1.831932068,0.899989793,2119.466853,1.57E-16
NALCN,chr13,102067843,102069843,102068843,3_NA_peak_19948_lociStitched,chr13,101664194,101671975,101668084,400.759,2,2.300143812,3.095103691,110.2334608,2.28E-07
NAMPT,chr7,105925772,105927772,105926772,2_NA_peak_67350_lociStitched,chr7,106124729,106127645,106126187,199.415,2,2.3014149,2.565583537,45543.56795,0
NAMPT,chr7,105925772,105927772,105926772,3_NA_peak_67347_lociStitched,chr7,106088458,106103792,106096125,169.353,1,2.049992049,2.565583537,45543.56795,0
NARS,chr18,55288445,55290445,55289445,3_NA_peak_31325_lociStitched,chr18,55205723,55210532,55208127,81.318,2,2.391209931,0.527799313,30064.79609,1.46E-50
NBAS,chr2,15700454,15702454,15701454,2_NA_peak_34912_lociStitched,chr2,15232637,15233628,15233132,468.322,2,2.305731497,0.753247727,4155.749689,3.55E-25
NBAS,chr2,15700454,15702454,15701454,2_NA_peak_34919_lociStitched,chr2,15694373,15695481,15694927,6.527,1,1.824432651,0.753247727,4155.749689,3.55E-25
NBAS,chr2,15700454,15702454,15701454,1_NA_peak_34918_lociStitched,chr2,15633073,15633399,15633236,68.218,1,1.606184643,0.753247727,4155.749689,3.55E-25
NBAS,chr2,15700454,15702454,15701454,2_NA_peak_34927_lociStitched,chr2,15807683,15816464,15812073,110.619,2,1.534968481,0.753247727,4155.749689,3.55E-25
NCK2,chr2,106360354,106362354,106361354,1_NA_peak_37330_lociStitched,chr2,106386001,106386244,106386122,24.768,1,7.406762839,1.195407575,2265.815292,2.16E-37
NCK2,chr2,106360354,106362354,106361354,1_NA_peak_37331_lociStitched,chr2,106406807,106407359,106407083,45.729,1,2.589039443,1.195407575,2265.815292,2.16E-37
NCK2,chr2,106360354,106362354,106361354,2_NA_peak_37323_lociStitched,chr2,106209023,106210455,106209739,151.615,1,4.189594207,1.195407575,2265.815292,2.16E-37
NCOA7,chr6,126101307,126103307,126102307,5_NA_peak_63267_lociStitched,chr6,126235363,126246439,126240901,138.594,2,1.705318465,0.525588367,3173.255412,4.22E-11
NET1,chr10,5453514,5455514,5454514,1_NA_peak_7414_lociStitched,chr10,5397514,5399366,5398440,56.074,2,3.822917735,1.019555133,13888.65779,3.42E-128
NFATC2,chr20,50178370,50180370,50179370,4_NA_peak_42264_lociStitched,chr20,50167835,50175787,50171811,7.559,1,1.707799674,3.387652694,1270.365715,6.12E-100
NFIB,chr9,14397982,14399982,14398982,1_NA_peak_72594_lociStitched,chr9,14029832,14030807,14030319,368.663,1,2.141080866,1.921494933,348.1633477,4.74E-12
NFIB,chr9,14397982,14399982,14398982,1_NA_peak_72595_lociStitched,chr9,14220914,14222504,14221709,177.273,1,3.00069139,1.921494933,348.1633477,4.74E-12
NHSL1,chr6,139012708,139014708,139013708,1_NA_peak_63763_lociStitched,chr6,139145723,139146611,139146167,132.459,2,3.339817721,0.729254797,1182.849432,3.39E-08
NKIRAS1,chr3,23987082,23989082,23988082,1_NA_peak_45617_lociStitched,chr3,24227058,24227576,24227317,239.235,1,3.064105765,0.564734143,1301.102878,7.99E-06
NKIRAS1,chr3,23987082,23989082,23988082,1_NA_peak_45618_lociStitched,chr3,24283345,24283738,24283541,295.459,1,2.423994726,0.564734143,1301.102878,7.99E-06
NKIRAS1,chr3,23987082,23989082,23988082,8_NA_peak_45609_lociStitched,chr3,24185654,24200829,24193241,205.159,1,2.973395904,0.564734143,1301.102878,7.99E-06
NLRP1,chr17,5521744,5523744,5522744,1_NA_peak_27333_lociStitched,chr17,5787290,5787506,5787398,264.654,2,3.167240274,1.844025254,2138.173506,1.65E-75
NLRP1,chr17,5521744,5523744,5522744,10_NA_peak_27323_lociStitched,chr17,5723756,5740371,5732063,209.319,2,2.341040668,1.844025254,2138.173506,1.65E-75
NLRP1,chr17,5521744,5523744,5522744,2_NA_peak_27314_lociStitched,chr17,5621876,5623215,5622545,99.801,2,4.428953907,1.844025254,2138.173506,1.65E-75
NLRP1,chr17,5521744,5523744,5522744,7_NA_peak_27316_lociStitched,chr17,5675437,5692770,5684103,161.359,2,3.129205362,1.844025254,2138.173506,1.65E-75
NPAS2,chr2,101435614,101437614,101436614,9_NA_peak_37181_lociStitched,chr2,101492349,101520744,101506546,69.932,1,2.675664465,3.624040952,3700.267824,0
NPAS2,chr2,101435614,101437614,101436614,2_NA_peak_37173_lociStitched,chr2,101473843,101475172,101474507,37.893,1,2.113938245,3.624040952,3700.267824,0
NR1D2,chr3,23985751,23987751,23986751,1_NA_peak_45617_lociStitched,chr3,24227058,24227576,24227317,240.566,2,3.064105765,0.824230373,4737.252991,1.08E-30
NR1D2,chr3,23985751,23987751,23986751,1_NA_peak_45618_lociStitched,chr3,24283345,24283738,24283541,296.79,2,2.423994726,0.824230373,4737.252991,1.08E-30
NR1D2,chr3,23985751,23987751,23986751,8_NA_peak_45609_lociStitched,chr3,24185654,24200829,24193241,206.49,2,2.973395904,0.824230373,4737.252991,1.08E-30
NR1H2,chr19,50831910,50833910,50832910,1_NA_peak_34297_lociStitched,chr19,50890038,50891474,50890756,57.846,2,2.011003766,0.508490578,6529.68078,4.42E-16
NR4A2,chr2,157197860,157199860,157198860,3_NA_peak_38320_lociStitched,chr2,156750445,156752328,156751386,447.474,1,1.774895449,0.578707232,169.731142,0.126652442
NRP2,chr2,206545714,206547714,206546714,1_NA_peak_39701_lociStitched,chr2,206316613,206316876,206316744,229.97,1,5.672800922,1.410828283,11588.52093,3.90E-202
NRP2,chr2,206545714,206547714,206546714,1_NA_peak_39720_lociStitched,chr2,206733020,206733684,206733352,186.638,2,1.594553022,1.410828283,11588.52093,3.90E-202
NTNG2,chr9,135036334,135038334,135037334,2_NA_peak_75070_lociStitched,chr9,134858086,134858953,134858519,178.815,2,2.179728708,1.381815541,292.3945382,3.30E-05
NTPCR,chr1,233085351,233087351,233086351,1_NA_peak_6721_lociStitched,chr1,233221633,233221932,233221782,135.431,1,1.907504373,0.610513633,2167.580869,2.04E-09
NUDT17,chr1,145588439,145590439,145589439,1_NA_peak_4142_lociStitched,chr1,145596479,145596783,145596631,7.192,1,1.722379668,0.848632231,414.3646793,0.002371142
NUDT7,chr16,77755411,77757411,77756411,1_NA_peak_26520_lociStitched,chr16,77765944,77766178,77766061,9.65,1,3.816382711,1.842714144,118.3586084,2.90E-05
NUDT7,chr16,77755411,77757411,77756411,2_NA_peak_26523_lociStitched,chr16,77835803,77846836,77841319,84.908,2,3.312792098,1.842714144,118.3586084,2.90E-05
NUDT7,chr16,77755411,77757411,77756411,2_NA_peak_26515_lociStitched,chr16,77582033,77584593,77583313,173.098,2,10.65441406,1.842714144,118.3586084,2.90E-05
NUDT7,chr16,77755411,77757411,77756411,1_NA_peak_26517_lociStitched,chr16,77690632,77690956,77690794,65.617,1,8.160476536,1.842714144,118.3586084,2.90E-05
NUDT7,chr16,77755411,77757411,77756411,2_NA_peak_26527_lociStitched,chr16,77887432,77889033,77888232,131.821,2,1.654943691,1.842714144,118.3586084,2.90E-05
NUDT7,chr16,77755411,77757411,77756411,1_NA_peak_26529_lociStitched,chr16,77911125,77911572,77911348,154.937,2,1.507572113,1.842714144,118.3586084,2.90E-05
NUMB,chr14,73929348,73931348,73930348,3_NA_peak_21799_lociStitched,chr14,73925522,73934900,73930211,0.137,1,1.759968973,1.117742541,6108.530766,9.29E-64
NUP214,chr9,133999948,134001948,134000948,1_NA_peak_75024_lociStitched,chr9,134113172,134114172,134113672,112.724,2,3.606289093,0.630168175,6690.23089,8.50E-28
OCIAD2,chr4,48907954,48909954,48908954,2_NA_peak_51868_lociStitched,chr4,49064423,49066202,49065312,156.358,1,2.904389661,0.822419307,12879.43736,5.82E-77
ODF2,chr9,131216465,131218465,131217465,3_NA_peak_74829_lociStitched,chr9,131190136,131201481,131195808,21.657,2,2.61459707,0.882107507,8989.055278,5.71E-65
OLFML3,chr1,114521063,114523063,114522063,2_NA_peak_3923_lociStitched,chr1,114656541,114665869,114661205,139.142,1,1.802766796,6.582869012,115.2681198,0.001057268
OLFML3,chr1,114521063,114523063,114522063,1_NA_peak_3922_lociStitched,chr1,114574842,114575461,114575151,53.088,1,3.245041369,6.582869012,115.2681198,0.001057268
OPN3,chr1,241839678,241841678,241840678,1_NA_peak_6928_lociStitched,chr1,241822023,241822337,241822180,18.498,1,1.822304649,1.60078604,380.0829864,6.63E-11
OPN3,chr1,241839678,241841678,241840678,1_NA_peak_6933_lociStitched,chr1,242051967,242052288,242052127,211.449,2,1.691121595,1.60078604,380.0829864,6.63E-11
OPN3,chr1,241839678,241841678,241840678,1_NA_peak_6935_lociStitched,chr1,242114087,242114325,242114206,273.528,2,1.636338553,1.60078604,380.0829864,6.63E-11
OPRL1,chr20,62710526,62712526,62711526,NA_peak_42711,chr20,62717019,62718370,62717694,6.168,1,5.409851445,2.893045853,295.3160598,3.40E-24
OPRL1,chr20,62710526,62712526,62711526,NA_peak_42712,chr20,62719029,62719607,62719318,7.792,1,9.968222398,2.893045853,295.3160598,3.40E-24
OPRL1,chr20,62710526,62712526,62711526,NA_peak_42706,chr20,62708310,62708971,62708640,2.886,2,2.778762876,2.893045853,295.3160598,3.40E-24
OPRL1,chr20,62710526,62712526,62711526,1_NA_peak_42714_lociStitched,chr20,62834086,62835374,62834730,123.204,2,3.864653818,2.893045853,295.3160598,3.40E-24
OPRL1,chr20,62710526,62712526,62711526,2_NA_peak_42716_lociStitched,chr20,62855286,62856644,62855965,144.439,2,2.386472226,2.893045853,295.3160598,3.40E-24
OR2A1-AS1,chr7,144052274,144054274,144053274,1_NA_peak_68307_lociStitched,chr7,144075541,144076440,144075990,22.716,1,2.29760571,0.51382958,312.7725359,0.05540132
OSBPL6,chr2,179058208,179060208,179059208,1_NA_peak_38929_lociStitched,chr2,179028098,179028677,179028387,30.821,1,1.662859783,1.074324133,3195.237685,1.82E-41
OSBPL8,chr12,76952589,76954589,76953589,2_NA_peak_16517_lociStitched,chr12,76863895,76865298,76864596,88.993,1,1.536215286,0.554338748,7765.305877,2.67E-22
OSBPL8,chr12,76952589,76954589,76953589,1_NA_peak_16529_lociStitched,chr12,77030796,77031694,77031245,77.656,2,2.341654371,0.554338748,7765.305877,2.67E-22
OSTF1,chr9,77702459,77704459,77703459,2_NA_peak_73422_lociStitched,chr9,77762669,77763407,77763038,59.579,1,2.679696474,0.762947972,1346.49749,6.01E-08
OSTF1,chr9,77702459,77704459,77703459,1_NA_peak_73424_lociStitched,chr9,77784838,77785069,77784953,81.494,1,1.820266545,0.762947972,1346.49749,6.01E-08
OTUD1,chr10,23727198,23729198,23728198,1_NA_peak_7847_lociStitched,chr10,23843694,23848784,23846239,118.041,1,2.322050761,1.037030582,962.0027127,7.68E-13
OTUD1,chr10,23727198,23729198,23728198,2_NA_peak_7848_lociStitched,chr10,23931543,23933468,23932505,204.307,2,4.669807281,1.037030582,962.0027127,7.68E-13
P2RX4,chr12,121646660,121648660,121647660,3_NA_peak_17872_lociStitched,chr12,121627529,121631570,121629549,18.111,1,1.998840979,0.853791391,527.3732671,8.04E-05
P2RX4,chr12,121646660,121648660,121647660,1_NA_peak_17876_lociStitched,chr12,121651592,121653071,121652331,4.671,1,1.67894251,0.853791391,527.3732671,8.04E-05
P2RX4,chr12,121646660,121648660,121647660,2_NA_peak_17870_lociStitched,chr12,121576356,121582227,121579291,68.369,1,1.617527929,0.853791391,527.3732671,8.04E-05
PAG1,chr8,82023303,82025303,82024303,2_NA_peak_70406_lociStitched,chr8,82065582,82067059,82066320,42.017,1,2.247497802,0.80981867,978.3280117,4.16E-08
PANK3,chr5,168005605,168007605,168006605,1_NA_peak_59551_lociStitched,chr5,168213442,168213949,168213695,207.09,2,1.538237368,0.689894677,10464.62939,7.75E-33
PAPPA,chr9,118915083,118917083,118916083,3_NA_peak_74467_lociStitched,chr9,118994765,119001219,118997992,81.909,1,1.687845098,3.628167574,931.4303591,4.78E-94
PAQR8,chr6,52225219,52227219,52226219,1_NA_peak_61849_lociStitched,chr6,52202403,52203434,52202918,23.301,1,2.198046872,1.423383969,1068.43723,7.12E-22
PCMTD2,chr20,62886094,62888094,62887094,2_NA_peak_42716_lociStitched,chr20,62855286,62856644,62855965,31.129,1,2.386472226,0.582636775,2743.033357,4.24E-11
PCMTD2,chr20,62886094,62888094,62887094,1_NA_peak_42714_lociStitched,chr20,62834086,62835374,62834730,52.364,1,3.864653818,0.582636775,2743.033357,4.24E-11
PDCD1LG2,chr9,5509545,5511545,5510545,6_NA_peak_72445_lociStitched,chr9,5549293,5563963,5556628,46.083,1,1.660339071,1.208922841,540.2048537,2.34E-10
PDCD6IP,chr3,33838844,33840844,33839844,1_NA_peak_45912_lociStitched,chr3,34220242,34220643,34220442,380.598,1,2.162931831,0.641988203,21099.89003,5.26E-73
PDHX,chr11,34936376,34938376,34937376,1_NA_peak_11481_lociStitched,chr11,34831643,34831882,34831762,105.614,1,2.050745418,0.723264865,4346.096945,8.25E-22
PELI1,chr2,64370588,64372588,64371588,1_NA_peak_36451_lociStitched,chr2,64291006,64292751,64291878,79.71,2,2.631202169,1.16588488,957.7794846,5.55E-15
PELO,chr5,52082774,52084774,52083774,3_NA_peak_56623_lociStitched,chr5,52053333,52054992,52054162,29.612,2,1.896930972,0.68063105,4372.512426,9.73E-21
PEX7,chr6,137142717,137144717,137143717,1_NA_peak_63689_lociStitched,chr6,136968283,136969438,136968860,174.857,2,2.168976884,0.895927399,284.8317595,0.000926101
PGAP1,chr2,197791520,197793520,197792520,2_NA_peak_39458_lociStitched,chr2,197873182,197874557,197873869,81.349,1,1.678311016,0.84768932,1469.662377,1.84E-13
PGAP2,chr11,3817954,3819954,3818954,2_NA_peak_10689_lociStitched,chr11,3823489,3825526,3824507,5.553,2,3.367621104,0.551910621,350.9638175,0.029813618
PHACTR1,chr6,12716893,12718893,12717893,1_NA_peak_60362_lociStitched,chr6,12657280,12657584,12657432,60.461,1,3.080940146,1.040929785,410.288348,8.22E-06
PHACTR1,chr6,12716893,12718893,12717893,7_NA_peak_60381_lociStitched,chr6,12830930,12853194,12842062,124.169,1,2.418817802,1.040929785,410.288348,8.22E-06
PHACTR1,chr6,12716893,12718893,12717893,1_NA_peak_60360_lociStitched,chr6,12606236,12606630,12606433,111.46,2,1.880801387,1.040929785,410.288348,8.22E-06
PHACTR1,chr6,12716893,12718893,12717893,2_NA_peak_60363_lociStitched,chr6,12708644,12712878,12710761,7.132,1,1.636800095,1.040929785,410.288348,8.22E-06
PIM1,chr6,37136979,37138979,37137979,3_NA_peak_61378_lociStitched,chr6,37156872,37160488,37158680,20.701,1,2.01144353,0.689693454,3407.194097,1.48E-18
PIM3,chr22,50353161,50355161,50354161,1_NA_peak_45003_lociStitched,chr22,50415267,50415483,50415375,61.214,1,7.321127177,0.829467261,4491.678491,2.07E-33
PITPNC1,chr17,65372575,65374575,65373575,8_NA_peak_29441_lociStitched,chr17,65416173,65439625,65427899,54.324,1,1.500624286,1.870307335,1756.199158,1.86E-60
PJA1,chrX,68384636,68386636,68385636,3_NA_peak_76464_lociStitched,chrX,68218720,68220909,68219814,165.822,1,2.140990851,0.655489913,1730.77918,1.14E-06
PKIG,chr20,43159426,43161426,43160426,2_NA_peak_41893_lociStitched,chr20,43168982,43182245,43175613,15.187,1,3.291997971,2.024835783,545.8251166,9.25E-18
PKIG,chr20,43159426,43161426,43160426,4_NA_peak_41896_lociStitched,chr20,43200599,43206133,43203366,42.94,1,2.351594185,2.024835783,545.8251166,9.25E-18
PLA2G4A,chr1,186797085,186799085,186798085,3_NA_peak_5368_lociStitched,chr1,186936436,186945066,186940751,142.666,1,2.317369136,1.259361459,2250.208043,1.79E-40
PLA2G4A,chr1,186797085,186799085,186798085,4_NA_peak_5372_lociStitched,chr1,186968748,186980855,186974801,176.716,1,1.789883893,1.259361459,2250.208043,1.79E-40
PLA2G4C,chr19,48613074,48615074,48614074,1_NA_peak_34073_lociStitched,chr19,48568087,48568471,48568279,45.795,1,2.4485132,1.681260859,1852.985911,2.51E-44
PLEKHO1,chr1,150120373,150122373,150121373,1_NA_peak_4206_lociStitched,chr1,150134701,150135444,150135072,13.699,1,10.19919223,1.154891772,1563.164496,4.11E-25
PLIN3,chr19,4866780,4868780,4867780,1_NA_peak_32259_lociStitched,chr19,4889149,4890911,4890030,22.25,2,1.501372547,0.606003165,19578.3653,3.39E-59
PLSCR4,chr3,145967966,145969966,145968966,1_NA_peak_48915_lociStitched,chr3,146342844,146343437,146343140,374.174,2,2.033911599,0.75773933,553.0091853,0.000159963
PLSCR4,chr3,145967966,145969966,145968966,1_NA_peak_48907_lociStitched,chr3,145987418,145987673,145987545,18.579,1,2.672666165,0.75773933,553.0091853,0.000159963
PLXNC1,chr12,94541499,94543499,94542499,1_NA_peak_17047_lociStitched,chr12,94655794,94657010,94656402,113.903,1,2.517605701,0.725220509,104.2185036,0.203680632
PLXNC1,chr12,94541499,94543499,94542499,2_NA_peak_17040_lociStitched,chr12,94310504,94312901,94311702,230.797,1,2.521852788,0.725220509,104.2185036,0.203680632
PNRC1,chr6,89789470,89791470,89790470,1_NA_peak_62595_lociStitched,chr6,89577602,89578481,89578041,212.429,2,1.815372604,0.980766666,831.5427063,6.11E-09
POC1B,chr12,89918801,89920801,89919801,1_NA_peak_16889_lociStitched,chr12,89887759,89889473,89888616,31.185,2,2.833558475,0.638435916,2667.332135,1.08E-13
PPAPDC1B,chr8,38125761,38127761,38126761,1_NA_peak_69584_lociStitched,chr8,38153351,38153965,38153658,26.897,1,1.506356508,0.587417259,2502.022205,3.48E-11
PPARA,chr22,46545424,46547424,46546424,7_NA_peak_44910_lociStitched,chr22,46554842,46575082,46564962,18.538,1,1.796122203,0.761239576,541.7161487,9.49E-05
PPM1L,chr3,160472390,160474390,160473390,1_NA_peak_49566_lociStitched,chr3,160486442,160486756,160486599,13.209,1,2.077435974,0.882673697,1460.888434,7.30E-13
PPM1L,chr3,160472390,160474390,160473390,1_NA_peak_49564_lociStitched,chr3,160421590,160421840,160421715,51.675,2,2.632618746,0.882673697,1460.888434,7.30E-13
PRDM10,chr11,129871730,129873730,129872730,1_NA_peak_13949_lociStitched,chr11,129912234,129912805,129912519,39.789,2,2.394200316,0.891796634,1652.516889,2.11E-16
PRDM10,chr11,129871730,129873730,129872730,9_NA_peak_13936_lociStitched,chr11,129694603,129717204,129705903,166.827,2,2.667067321,0.891796634,1652.516889,2.11E-16
PRICKLE2,chr3,64430152,64432152,64431152,1_NA_peak_46880_lociStitched,chr3,64447454,64448723,64448088,16.936,1,1.598187724,1.84890367,397.9946003,3.11E-16
PRKAB2,chr1,146643129,146645129,146644129,1_NA_peak_4156_lociStitched,chr1,146716932,146717160,146717046,72.917,2,4.011673085,0.642411944,3700.986145,3.07E-12
PRKD3,chr2,37550951,37552951,37551951,1_NA_peak_35588_lociStitched,chr2,37726996,37727221,37727108,175.157,1,2.253857454,0.898501681,5224.057127,5.20E-37
PRNP,chr20,4665882,4667882,4666882,4_NA_peak_41055_lociStitched,chr20,4487419,4494511,4490965,175.917,1,1.743351298,1.22025064,25675.91707,1.50E-282
PSD3,chr8,18941240,18943240,18942240,1_NA_peak_69003_lociStitched,chr8,18619687,18619949,18619818,322.422,1,2.418756145,0.862467327,2857.952899,1.59E-25
PSD3,chr8,18941240,18943240,18942240,1_NA_peak_69005_lociStitched,chr8,18797558,18798006,18797782,144.458,1,2.533978849,0.862467327,2857.952899,1.59E-25
PTGES,chr9,132514326,132516326,132515326,1_NA_peak_74942_lociStitched,chr9,132474932,132475550,132475241,40.085,1,3.15867643,2.727018407,182.5399317,3.05E-13
PTGS2,chr1,186648559,186650559,186649559,2_NA_peak_5355_lociStitched,chr1,186528586,186535830,186532208,117.351,1,4.124767976,3.736915678,1325.959836,7.00E-134
PTPRB,chr12,71030220,71032220,71031220,1_NA_peak_16304_lociStitched,chr12,71112795,71113915,71113355,82.135,1,1.544118176,0.615797056,306.4366194,0.022693738
PTPRG,chr3,61546243,61548243,61547243,1_NA_peak_46779_lociStitched,chr3,61478562,61478974,61478768,68.475,1,2.427552536,0.723693007,4687.992194,3.06E-27
PTPRG,chr3,61546243,61548243,61547243,3_NA_peak_46776_lociStitched,chr3,61431875,61438698,61435286,111.957,1,3.469555327,0.723693007,4687.992194,3.06E-27
PTPRG,chr3,61546243,61548243,61547243,1_NA_peak_46780_lociStitched,chr3,61498997,61499415,61499206,48.037,1,1.651434825,0.723693007,4687.992194,3.06E-27
PTPRN2,chr7,158379480,158381480,158380480,1_NA_peak_68680_lociStitched,chr7,158410732,158411112,158410922,30.442,1,2.342689973,0.690305523,872.126504,2.29E-05
PTPRN2,chr7,158379480,158381480,158380480,1_NA_peak_68681_lociStitched,chr7,158426275,158426546,158426410,45.93,1,1.586363421,0.690305523,872.126504,2.29E-05
PTPRS,chr19,5339814,5341814,5340814,1_NA_peak_32289_lociStitched,chr19,5308774,5309036,5308905,31.909,1,1.877749564,1.059482388,10856.2132,6.44E-108
PTPRZ1,chr7,121512143,121514143,121513143,1_NA_peak_67675_lociStitched,chr7,121393085,121393308,121393196,119.947,1,1.625079165,2.81458091,1631.865612,1.64E-115
